item_id;vectors
21;-0.09972492|-0.29711312|0.9501517|0.5357767|-0.0896379|0.34224933|0.35728627|0.15650389|0.26603252|-0.3525684|1.0473976|0.594931|-0.24108364|0.3882252|-0.60821897|-0.7455981|-0.30596876|0.015744075|0.47204494|-0.08809674|-0.64873433|-0.3011611|0.09560788|0.5492686|0.10271536|-0.48861995|0.23457523|-0.15446752|-0.52823937|0.013757199|-0.60114163|-0.38170016|0.58886147|0.020611733|0.10401881|0.52668035|-0.24841751|-0.49443522|0.26389387|1.181792|0.34232527|-0.15488657|0.4833374|-0.27522314|-0.576388|0.057994723|0.31944507|0.51623654|-0.77055025|-0.7272769|-0.71578836|-0.24815947|0.14476265|-0.34442195|-0.22572999|0.30183244|-0.60781235|0.21932168|-0.1320565|-0.1614986|0.006654933|0.24024245|-0.59087133|0.11519268|0.7908783|0.14625037|0.56164414|0.7475922|0.4393757|0.85611916|0.11227277|0.4536711|-0.34394205|0.15153308|-0.4628067|0.57839054|-0.3837877|0.51556313|-0.68768656|0.23191473|0.35020244|0.11180943|-0.094959155|0.05454935|-0.6604154|1.0486517|-0.4305346|0.49769157|0.2802329|0.87951344|0.12260219|-0.20616573|-0.39812216|-0.5031107|-0.056148753|-0.41067272|0.598444|-0.7322937|0.3621064|-0.9942894
22;-0.5730028|0.52616954|0.14443585|0.42366308|-0.17956685|0.9828416|0.36851645|0.09000898|0.5750622|-0.42995784|0.3938313|0.5946918|-0.35608527|0.71004564|-0.47388047|-0.24664094|0.11862467|0.16472717|0.12227397|0.26047686|-0.6876581|-0.18164045|-0.2465992|-0.067842394|0.4565137|0.37377685|0.45098063|-0.30181342|-0.47851235|-0.072586775|-0.40550303|-0.07698087|0.73063517|0.77112484|0.15566984|0.79931664|0.51484|-1.1448985|0.32943174|0.4256435|0.4541621|0.5680838|0.20430124|0.022593863|-1.2980825|-0.17364931|0.64932555|-0.09596528|-0.06447181|-0.66115576|-1.0179889|0.6094297|0.06014259|-0.6336621|-0.99039567|0.5107062|-0.5283955|-0.21781817|-0.03493522|0.84550273|0.23578861|0.30428258|0.084166706|0.2678817|0.44213206|0.65812194|0.5031581|-0.23237267|0.07467803|0.101211935|0.48212057|0.13544287|0.72573936|0.053364128|-0.15479885|-0.19228077|-0.80161774|0.2852357|-0.30997396|-0.22920454|0.00020962954|0.19605732|0.5698657|-0.91391313|-0.85566914|0.1253494|0.08754866|0.26876205|0.44748688|-0.022169322|0.6867339|0.6751446|0.27890718|-0.2477774|-0.17419916|-0.17686875|0.26951885|-0.36059523|-0.014613748|-0.2927968
23;0.11020926|0.13956827|0.8991456|0.110703796|0.17861874|0.72775966|0.055219263|0.09339755|0.674686|-0.7415961|0.81083316|-0.25271744|-0.34927136|0.30399218|-0.111309916|-0.8369721|0.09516773|-0.34968722|0.13828255|0.18613222|-0.5083076|0.254934|-0.57629097|0.08481172|0.34087992|0.14017448|0.44992357|-0.16302474|-0.294619|0.72672844|0.16992588|-0.116947755|0.56858987|0.18793589|0.19059128|0.51865447|-0.19632293|-0.67844874|0.34215784|0.80394244|0.049205136|0.11580007|0.5526212|-0.19087167|0.24241866|-0.77456367|0.3510508|-0.59581995|-0.10894433|-0.4904505|-1.2609144|0.34603745|-0.6301116|-0.45034283|-0.41973233|0.08433041|-0.00895527|-0.38702017|-0.30030513|0.36913133|-0.19488621|-0.056575805|-0.31092668|0.09190178|1.0090694|-0.12859961|0.3869361|0.42983702|0.8123425|0.33010802|-0.45717|-0.16389595|-0.19631845|-0.036878914|-0.6578003|0.49378067|-0.42747724|0.89854723|-0.571317|-0.07030808|1.0619336|-0.8275695|-0.38244045|-0.424807|-0.024139255|0.46572444|-0.51990044|0.0059240162|0.79339015|0.3026977|-0.0549116|0.9045885|0.20669079|-0.078582704|-0.42905572|-0.31007448|0.23781694|0.4535104|0.6382661|-1.0147467
24;-0.38951492|0.14855014|0.86293244|0.5563993|0.07930443|1.0980201|-0.048254386|0.7502081|0.30871534|0.31647563|0.4263164|0.42726123|0.35749856|0.038817286|0.36262703|-1.2521043|-0.39262325|1.255895|0.5817293|0.79827493|-0.507465|0.724168|-0.3218876|0.60132146|-0.34582114|-0.18467435|0.53060055|0.29539585|-0.36156753|0.4811794|0.07532893|-0.028165076|0.5517008|-0.14768723|0.06674451|0.46749556|0.26241112|-0.92195797|0.6574012|0.58312|-0.42390335|-0.1454714|0.20354326|-0.19543663|-0.009039044|-0.26388684|-0.04368058|-0.33380046|-0.5802315|-0.76094663|-1.1114411|0.8137225|0.071443304|0.21699658|-0.189533|-0.16629612|-0.8277967|0.54765916|0.10531659|0.6280893|-0.45663297|0.51485544|-0.18387665|0.32268554|0.66600573|0.3650027|0.4413527|0.13530439|0.18194316|0.6096115|-0.59826946|-0.3473578|0.1352187|0.4057767|-0.9716059|0.8398166|-0.20476586|0.29658908|-0.41502568|0.23029672|0.4674227|-0.08462079|-0.19317521|0.2208735|-0.1769384|0.56191814|-0.2466175|0.11131154|0.024075612|0.5879845|-0.35680532|0.8160316|0.15900579|-0.6332917|0.11283496|-0.12327929|0.31223732|-0.6640819|1.0189812|-0.77873397
25;-0.14062111|0.3891027|0.042116135|0.49909747|-0.3242523|-0.13740194|-0.10127762|0.45522958|-0.0062769353|-1.0219018|0.8965436|0.8276762|-0.21660465|0.66368186|-0.13660614|-0.6316642|0.35912383|0.014336988|0.2068211|0.08075589|-0.20170352|0.25908768|-0.5293596|0.00240919|0.11599458|-0.29379198|0.5810466|-0.14135198|-0.2041991|0.3280285|-0.36885026|0.07697122|0.2171458|0.40903687|0.22556452|0.6457349|-0.5694846|-0.22586218|0.8073112|0.26994228|0.35853148|0.23165704|0.03227955|0.20727353|-0.36733675|0.23501143|0.030267388|-0.25410536|-0.3053993|-0.67114913|-0.97658765|0.84702927|-0.0698327|0.22321388|-0.15148441|0.62012076|-0.21725395|0.24041583|-0.2504714|0.38426927|-0.28109467|0.7504847|-0.026757523|0.35714436|-0.009981096|0.25484997|0.5403472|0.49061197|0.68673724|0.31267983|0.0073076338|0.14559081|0.08716947|0.8487743|-0.39380845|0.27501547|-0.8823253|0.31366432|-0.6886248|-0.28046662|-0.051365882|-0.26945218|0.14871219|-0.09571069|-0.2294626|0.5810765|-0.3530065|0.28836954|-0.13498238|0.35721296|0.39800358|0.16108482|0.58455366|-0.6894853|0.12056103|0.33224997|-0.24856912|0.018907636|-0.12982965|-1.0191547
26;-0.25057|-0.12936532|0.63613045|0.061150104|-0.35721952|0.22771266|-0.031691507|0.005967766|0.2996329|-0.5510745|0.66570896|0.6331659|-0.33030882|0.5493217|0.029432282|-0.8650601|0.38515842|0.005592212|0.018190742|0.26505953|-0.0748876|0.5984754|-0.756463|0.34974623|-0.26735437|-0.53620887|0.055630624|-0.32667613|-0.26832882|0.8185756|0.047443613|0.5278989|0.3310637|0.28014737|0.24345113|0.08054045|0.05391838|-0.5716304|0.28108323|-0.0825305|0.09764676|-0.11624512|0.5697181|-0.056925233|0.28824437|-0.28160274|0.70324075|0.32226053|-0.45263243|-0.52381617|-0.5798712|0.4102137|-0.65236825|0.010797631|0.33372852|-0.097589225|-0.19150911|-0.021183103|-0.07213805|0.27045408|0.2592746|0.13931099|-0.30228123|-0.6901547|0.37494016|0.48424712|0.64601296|0.41574225|0.72196627|0.34408066|-0.19415079|0.083966464|0.42756113|-0.06799698|-0.7419543|0.46134776|-0.650986|0.96265566|-0.48417673|0.27663654|0.75346816|-0.18664873|0.24260941|-0.36515284|-0.49540275|0.46301478|-0.5418584|0.32535443|0.21613091|-0.11857022|0.4455574|0.16686769|0.12604338|-0.033085495|-0.043025658|-0.65704775|0.33665153|0.21556894|0.10737243|-0.33153975
27;-0.6246071|0.13156518|0.16926628|0.16238023|-0.6306033|0.20893162|-0.5314013|0.1663459|1.2918463|-0.5276909|0.67009336|0.61226064|-0.23456919|0.55170184|0.045477733|-0.5505079|0.34757182|-0.09630972|-0.44499782|0.87347335|-0.76064026|0.79826677|-0.4296209|0.9638709|0.1940017|-0.13527815|0.49811986|0.49601316|-0.12955108|0.234219|-0.37372842|-0.32420498|0.50539756|-0.13126537|0.11119607|0.008646339|0.8892258|-0.9527164|0.6986675|0.33359805|-0.11898464|0.5581769|0.14277409|-0.12886178|0.4228418|-0.36488235|0.4024211|0.51470816|-0.84275585|-0.45391414|-0.5157554|0.7176126|-0.080914244|0.06088656|0.11643776|0.26441336|0.20009777|0.11484125|-0.19455487|0.953055|0.07611547|-0.10224092|-0.43273187|-0.16983077|0.54319775|0.5726647|0.6498243|-0.29195878|0.68846285|-0.2781835|-1.022451|0.6566083|-0.18437499|0.9030402|-0.38357228|0.2521565|-0.33339104|0.24290378|-0.67952037|0.27697533|-0.3309913|0.24539262|-0.016132325|0.0039120913|-0.5613502|0.50099856|-0.6949881|0.22979344|0.61925435|0.21571907|0.51418096|0.5951062|0.102072105|-0.7602365|-0.14801753|-0.75445235|0.2938449|-0.4510107|0.8640176|-0.38131276
28;-0.23051861|0.14598814|1.135455|0.47819048|-0.07667155|0.6414999|-0.28161216|0.46533346|0.3585596|-0.3479228|-0.07391539|0.31337538|-0.39803326|0.46427315|-0.32017598|-0.5031951|0.2956485|0.17514887|-0.027707174|0.17162874|-0.4015478|0.20053557|-0.2134369|0.34834948|-0.2366068|-0.56598717|0.54906374|-0.12933469|-0.20074278|0.16270415|0.21411236|-0.0717621|0.5427317|0.41702187|0.5515431|-0.09911719|-0.23775382|-0.6625527|0.31448123|0.6410425|0.78200835|0.38971305|0.29349026|-0.2896163|-0.25297484|-0.25298485|0.02947992|-0.2186084|-0.31510723|-0.043459505|-0.8430593|0.0010232329|-0.5370654|0.26275817|0.57470834|0.2140085|0.2438553|-0.06345376|-0.12574497|0.3821629|-0.21934855|0.37828457|0.084928155|-0.47316307|0.19227336|0.024534702|0.41595265|0.049376592|-0.1334286|0.28668502|0.14645037|-0.28887042|0.17739518|0.73969877|-0.041862458|0.23962095|-0.64755|0.83867055|-0.9885668|-0.1404587|0.50320774|-0.7968198|-0.12182416|-0.1371891|-0.08113074|0.68460536|-0.05983752|0.1404419|0.22697695|-0.057122305|0.47942317|0.69724417|0.6157252|-0.5796954|0.28692842|-0.58836687|0.09672258|-0.22114626|0.4441177|-0.7798744
29;0.14958364|0.30637634|0.41784754|0.2356666|0.22545713|0.45274672|-0.30379987|0.17059137|-0.06771332|-0.50461334|0.5083647|0.48430556|-0.3432529|0.40413624|-0.30884445|-0.4110986|0.6237719|-0.08506265|0.010159716|0.38351557|0.014986575|0.3130123|-0.66640306|0.32109472|-0.23194107|-0.16512497|0.26445508|-0.39627126|-0.20288147|0.20606846|-0.4621284|0.22556278|0.36368883|0.43628362|0.4892013|0.76980996|0.06756391|-1.2739315|0.239325|0.4950034|-0.08887385|0.3329528|0.14368483|0.17831244|-0.4585097|-0.011913657|0.88129723|0.07317503|-0.41296548|-0.84515667|-0.90719926|0.75498706|0.011119202|-0.039426826|-0.49069133|0.16313158|-0.6917641|-0.3103729|-0.1216378|0.31707516|0.10231295|0.43990937|-0.2671273|-0.14168723|0.70458865|0.15201834|0.207246|0.13607591|0.15082571|0.34791124|-0.42142954|-0.10336393|0.26826334|-0.008132488|-0.22067901|0.38830808|-0.54483443|0.15846285|-0.13525999|-0.20272793|0.25739607|0.051828563|-0.07594277|-0.23391214|-0.34031394|-0.2020956|0.2735033|0.006147623|0.13264804|-0.14826842|-0.046219528|0.29116952|0.36231354|-0.7794436|-0.09264693|-0.14057176|-0.02267167|-0.27766812|0.20228344|-0.5830523
30;-0.17834455|0.6368418|0.8057255|0.31702393|-0.23916909|0.27515668|-0.20162722|0.31718796|-0.07295933|-0.52227783|0.26691145|0.005199641|-0.1766852|0.40878615|-0.27616906|-0.25883332|0.24799971|0.1641807|0.60924983|0.47794896|0.022993833|0.5261705|-0.5338312|0.4974209|0.21355748|-0.019423902|0.6286623|0.004288286|-0.07614608|0.97052497|-1.0454648|0.30879152|0.33546653|0.9361565|0.079769224|0.19376071|0.67000514|-0.41572335|-0.008403033|0.41799054|-0.049884006|-0.53323567|0.46452728|0.24926789|-0.42233947|-0.30326205|0.16765928|0.053593464|-0.47247586|-0.7982566|-0.6214793|0.5280312|-0.2861528|-0.14729355|-0.33579326|0.22564922|-0.8259257|-0.46271753|0.36202756|0.23312737|0.09166881|0.7015669|-0.6625092|-0.44420767|0.15453295|0.14338091|0.35922185|0.21061715|0.7545657|0.5465914|-0.25713044|0.25997752|1.0490646|0.37903118|0.0750857|0.67094886|-0.48398328|0.64337546|-0.10887545|0.23969868|0.6067637|-0.52656686|0.4245878|0.19883883|-0.4850584|0.48965818|-0.41745043|0.5041666|0.34300965|0.3134513|0.4441852|0.90524817|0.39984024|-0.04643792|-0.34192187|-0.2310785|-0.2518584|-0.19872373|0.27671278|-0.6103089
31;-0.3732434|0.3862349|0.65833247|0.65368426|0.38104135|0.22756405|-0.26013488|0.24300519|0.8889345|-0.7172003|0.4569298|0.8892258|-0.7587075|0.18760979|-0.56013614|-0.34807292|0.5643736|0.3701856|-0.072908536|0.4955821|-0.08878803|0.17027234|-0.17810822|-0.033235222|-0.13666998|-0.19682507|0.27810287|-0.11358743|-0.26974285|0.5651543|-0.25622675|0.044759125|0.4869432|-0.5221063|0.6140234|0.27129474|-0.16425003|-0.47101176|0.6287971|0.40238357|-0.013232678|0.23824422|0.08737685|-0.28225577|-0.094562694|-0.38870674|0.1961742|-0.1612784|-0.093939066|-0.15299213|-0.43314004|0.32876873|0.2142178|-0.034539614|-0.26012707|0.2918087|-0.14221993|-0.44228554|-0.31341597|0.20081045|-0.47407877|0.77405524|0.18008167|-0.3426026|0.6620625|0.57624894|0.354859|0.18249822|0.44897664|0.5545776|0.004057914|-0.0072603114|0.36979252|0.76576304|0.043757826|0.9585793|-0.85667574|0.26284677|-0.8219454|0.62021375|0.16317338|-0.75399745|-0.07372002|-0.3473344|-0.26237538|0.24832995|0.26141787|0.62653947|0.5609257|0.0573197|0.1171338|0.27326816|0.31642014|-0.17440751|-0.6488743|-0.23505808|0.07380193|0.07155649|0.6864902|-0.88284934
32;-0.098042965|0.5347378|0.56683993|-0.36066902|0.4937356|0.49289903|-0.18912452|0.23018767|-0.32155553|-0.37506497|0.23333341|0.43385544|-0.24432606|0.30508393|-0.16643727|-0.4101745|0.070020676|0.59295917|-0.22709388|0.8150187|-0.25515312|-0.025875628|-0.08810273|0.16767278|-0.070125595|-0.65394175|0.60889715|0.32099062|-0.12706962|0.0048184544|-0.050136343|0.09026089|0.5434311|0.17696705|-0.17312634|0.14298886|-0.32325888|-0.6144084|0.35656017|0.4939029|0.47962627|0.39935496|0.2778496|-0.25950712|-0.21712597|-0.48091108|0.48867196|-0.19333562|-0.55621266|-0.89432406|-1.0937734|0.6788059|-0.4106784|-0.06675431|0.017592072|0.40797448|-0.26998994|-0.5541381|-0.21757844|0.7273512|0.2832937|0.15760729|0.13388607|-0.197247|0.61926174|0.47676975|0.51278144|0.2788504|0.29984283|0.13763517|0.22492412|-0.16282608|0.7819234|0.23104204|-0.12806663|0.39914316|-0.9758352|0.042886436|-0.961477|0.28694063|0.26441017|-0.24550562|0.09354111|0.37374526|-0.162486|0.34290323|-0.43982726|0.4714313|0.7303358|0.24175806|0.15556438|0.89339864|0.6760909|-0.7148411|0.1421377|-0.44590896|0.15999779|-0.051095843|0.21359143|-0.7262032
33;-0.36406577|0.28577614|0.21199578|0.34353352|0.23235986|0.12828854|0.015395388|0.20177047|0.14847825|-0.25712168|0.35613668|0.6768559|-0.3479176|0.49329162|-0.39605796|-0.3470838|0.4555227|0.22058363|0.26664862|0.33723876|-0.5324966|0.57672846|-0.5643418|0.5404588|-0.071989074|0.17568317|0.43072444|-0.30953014|-0.22002453|0.15308394|-0.449785|0.30014914|0.37695897|0.29817995|0.3250204|0.25444067|0.114159144|-0.8501653|0.23278338|0.37741518|-0.0935712|0.23834118|0.5240442|-0.24430554|-0.34487882|-0.5814198|0.6019415|0.022241382|-0.28262883|-0.5118917|-0.7203209|0.5563434|-0.53373855|0.022945534|-0.15775529|0.32039088|-0.2803201|0.0024359077|0.13701805|0.4585144|-0.032757692|0.42336643|0.046420693|-0.37429422|0.21042228|0.43631423|0.45340866|0.17593914|0.6502913|0.13799405|0.06518957|0.12318031|0.5660614|0.23130357|-0.42512327|0.30328006|-0.49621177|0.27904886|-0.36042482|-0.006124273|0.25831077|-0.24371874|0.28445092|-0.058595195|-0.39915174|0.4732866|-0.08154784|0.7239392|0.501034|0.31659877|0.007211566|0.2918166|0.2323515|-0.14287633|0.0708555|-0.27822155|0.12058047|0.09118374|0.21478285|-0.5887236
34;-0.35052177|0.31649476|0.7423688|0.588872|-0.19843516|0.6437106|-0.28661796|0.24692488|0.27112323|-0.47270626|0.46358997|0.15231277|-0.114531875|0.28154397|-0.30060542|-0.34039444|0.101416185|0.2781006|0.15375403|0.49450782|-0.42055705|0.41515547|-0.4562242|0.2913119|-0.064766824|0.048319727|0.27852803|0.019699186|-0.02260591|-0.02044785|-0.41314155|-0.11906262|0.28377473|0.25428694|0.10262357|0.33027768|0.2270633|-0.73177266|0.45576966|0.22522455|0.067412026|0.17761543|0.4406191|-0.16204496|-0.49258882|-0.23337258|0.22048035|0.011341828|-0.20522946|-0.7010118|-0.7054355|0.55634445|-0.23514448|-0.14000648|0.06869465|0.39339262|-0.27102217|0.18989874|-0.039323233|0.107477516|0.16105628|0.43661243|-0.17623395|-0.043506607|0.2669677|0.36024493|0.5641766|0.26120546|0.42223346|0.19377597|-0.3163252|0.06017801|0.4966117|0.18524994|-0.44898474|0.4182311|-0.46622255|0.50006|-0.564361|0.29538363|0.24170414|-0.16860645|0.032152817|0.08684704|-0.4471691|0.20123383|-0.041173488|0.5900868|0.35383636|0.29460615|0.16702127|0.32176042|0.38804|-0.2071436|0.054976344|-0.555045|-0.17659594|-0.03858365|0.03792958|-0.5417808
35;-0.44733274|0.06361395|0.47798425|0.57957816|0.17003444|0.21043709|0.104562104|0.18498059|-0.2759873|-0.20740429|0.42599392|0.6407802|-0.13231143|0.8981228|-0.37889624|-0.68538654|0.33272132|0.21173091|-0.07845488|0.81021976|0.04477617|0.29343075|-0.43725207|0.1096461|-0.17519654|-0.116424605|0.38970196|-0.21800737|-0.28480396|-0.10010561|-0.17088392|0.2954687|0.28602454|-0.16748801|0.110284925|0.28346384|0.17258716|-0.8515682|0.22429097|0.11693773|0.07848553|0.021544047|0.1853037|0.10446246|0.20364912|-0.2984522|0.14533788|0.33380848|-0.46884048|-0.4048084|-0.33828318|0.6549807|-0.7592836|-0.05969974|-0.11814374|0.24224061|-0.097084016|-0.18024129|-0.37577724|0.19497868|0.01656774|0.08519226|-0.14627536|-0.3302217|0.23873001|0.07149321|-0.031879365|0.23351526|0.65831333|0.31494027|-0.1830636|-0.04133142|0.5680023|0.021484703|-0.32273713|0.46779826|-0.3229595|0.65108156|-0.46578088|0.07982062|0.1174352|-0.014042243|0.18694153|-0.17693642|-0.39234734|0.3330655|0.08544101|0.41431248|0.21355297|0.20628923|0.1486409|0.30698013|0.14778799|-0.35239765|0.22614098|-0.24973509|0.024059623|-0.08602291|-0.13185939|-0.54827654
36;-0.5196163|0.40575442|0.4643405|0.36262608|-0.17292288|0.5716588|-0.43115222|0.15862943|0.2702716|-0.36734217|0.20686334|0.5638329|-0.34116337|0.7084951|-0.39021733|-0.41824728|0.21471901|0.35244864|0.2982438|0.5387381|-0.5233675|0.22405687|-0.45943063|0.21062043|-0.14745802|-0.3312441|0.43149227|-0.10188602|-0.053102806|-0.1619615|-0.13996665|0.009518446|0.6842351|0.21968687|0.2557671|0.26092592|0.0065380484|-0.6567782|0.5599437|0.29421708|-0.04627806|0.104703575|0.40882885|0.058893703|-0.32951605|-0.30042487|0.4440433|0.040551648|-0.3533029|-0.58991915|-0.4538648|0.76618594|-0.52714777|0.11796144|-0.15524697|0.23844977|-0.3650632|-0.40802437|0.16281933|0.55116457|0.09907611|0.18100245|-0.13402824|-0.021793723|0.2651021|0.036756113|0.2047718|0.19201562|0.540141|0.067945704|-0.033511117|0.19784333|0.2646521|0.36896336|-0.27553883|0.34484366|-0.43404508|0.5199106|-0.5956295|0.1797413|0.17818478|-0.20322743|0.38097054|0.14698645|-0.47189736|0.2527135|0.14566953|0.13641693|0.13041988|0.08597141|0.04726334|0.35465455|0.29845107|-0.33823484|-0.10024567|-0.28242186|0.32509568|-0.10296796|0.24766481|-0.484725
37;-0.16430016|0.38082004|-0.0012158453|0.3347785|0.10029514|0.4286394|-0.69986355|-0.22958751|0.28610015|-0.4667055|0.41091946|0.58155584|-0.4207335|0.9263204|-0.28025153|0.17396104|0.45219162|0.2977091|0.6603526|0.34535864|-0.044272095|0.46362698|-0.14601451|0.105008185|-0.47666973|-0.8516999|0.32147664|0.21349017|-0.028136298|0.023256928|-0.13064378|0.3130206|0.15108836|0.4713451|0.7363558|0.25878614|-0.426203|-0.6195196|0.3460481|-0.045908034|0.13215286|0.5449569|0.81202877|0.019150913|-0.38123643|0.39549676|0.35460633|-0.17848095|-0.49920717|-0.4280547|-0.3912822|0.2441051|-0.27819872|0.48779353|-0.27574706|0.5042652|-0.5936673|-0.31189874|0.44043484|0.47539708|-0.410915|0.60904|-0.3202917|0.105192184|0.35780075|0.22368908|-0.017122626|0.44819117|0.033478618|0.6498131|0.45022202|-0.06423618|0.21338397|0.34045422|-0.15455642|0.004831046|-0.5435161|0.6019029|-0.92751265|0.2729296|0.35768887|-0.04038492|0.22873938|0.064418495|-0.6541879|0.7452843|-0.19063656|-0.26973483|-0.03151691|0.32980934|0.22988759|-0.38759333|0.41265815|-0.3474523|-0.42043734|-0.38779348|-0.21345337|-0.42145503|0.47215945|-0.747857
38;-0.41072604|0.532102|1.3744336|0.64600605|-0.2896603|0.18764675|-0.60150516|0.46337587|0.15527053|-0.80566156|0.82244396|-0.0011141598|-0.061276466|0.7719761|-0.32331455|-0.38728514|0.29865444|-0.1664133|0.6261552|0.40468562|-0.5187278|0.49217117|-0.18958199|0.24439546|0.021903167|-0.06409748|0.38023427|0.06275003|0.0132792|0.3451097|-0.578103|0.22715725|0.6010306|0.5009969|-0.30781153|0.6189433|-0.31978232|-0.71209705|0.5880685|0.19448929|-0.2055234|-0.04380247|0.39261052|0.24267392|-0.23659058|-0.57141495|0.4863788|0.10175562|-0.9124966|-0.56116396|-0.5080712|0.27098846|-0.28629267|-0.021456152|0.024638176|0.29873383|-0.46769327|-0.2532433|0.4286051|0.5750321|0.333606|0.40014592|-0.41206798|-0.28642282|0.5386828|0.14040321|0.52750653|0.49778816|0.35517284|0.4059096|-0.77804345|-0.09728831|0.42468375|0.2339132|-0.02544567|-0.0026379526|-0.35095352|0.8836983|-0.0505099|0.19132829|0.53345245|0.12065643|0.14292464|0.014965445|-1.021282|-0.097717136|-0.35404545|-0.021720886|0.010685846|1.0385486|-0.32849246|0.57816213|0.15315318|-0.2895193|-0.81841063|-0.29533482|0.60485053|-0.03256987|0.21830699|-0.28210896
39;-0.41641775|0.07025111|0.38631117|0.50121456|-0.14990728|0.892576|-0.4731908|0.12130129|0.49001753|-0.77061796|0.20301226|0.2026043|-0.4873032|0.7005654|-0.038820893|-0.67017657|0.6183853|0.34513974|-0.029362515|0.094557315|-0.24917069|0.16670962|-0.76515114|0.7615113|-0.13836494|-0.21730202|0.33380038|-0.015330687|-0.23697683|0.33968383|0.23213802|0.37508065|0.90645605|0.41203922|0.47777322|0.08639276|0.19355015|-0.8767698|0.091566145|0.19429196|0.14908269|0.42916968|0.15165134|-0.5667062|0.035789475|-0.20042425|0.6398319|-0.09382479|-0.043462366|-0.3518359|-0.31377667|0.49808648|-0.3025806|-0.2858736|-0.28825837|-0.025508195|-0.011296064|0.08566581|-0.26659927|0.34463158|0.032223735|0.7125405|-0.027269334|-0.42166686|0.05870965|0.07266371|0.27974707|0.026335001|0.46695662|0.2581812|-0.28610933|0.32183915|0.58679134|0.3778935|-0.34266675|0.77823967|-0.7164947|0.41696504|-0.5650418|-0.043270044|0.32411137|-0.27747402|0.5474734|-0.7504997|-0.20274988|-0.16613677|-0.2953493|0.36493042|0.21559864|0.29110807|0.8615874|0.6584957|0.100303665|-0.39128014|0.08334902|-0.029552042|0.11594447|-0.43585688|-0.09648427|-0.73378515
